CSDUID,CSD,Period,IndicatorSummaryDescription,Rental Unit Type,UnitOfMeasure,OriginalValue
4815023,Canmore,2020,Average Residential Rent (2-bedroom units),2 - bedroom,$,1729.67000
4815023,Canmore,2021,Average Residential Rent (2-bedroom units),2 - bedroom,$,1889.67000
4815023,Canmore,2022,Average Residential Rent (2-bedroom units),2 - bedroom,$,1921.67000
4818002,Fox Creek,2005,Average Residential Rent (2-bedroom units),2 - bedroom,$,582.00000
4818002,Fox Creek,2006,Average Residential Rent (2-bedroom units),2 - bedroom,$,637.00000
4818002,Fox Creek,2007,Average Residential Rent (2-bedroom units),2 - bedroom,$,760.00000
4818002,Fox Creek,2008,Average Residential Rent (2-bedroom units),2 - bedroom,$,782.00000
4818002,Fox Creek,2009,Average Residential Rent (2-bedroom units),2 - bedroom,$,835.00000
4818002,Fox Creek,2010,Average Residential Rent (2-bedroom units),2 - bedroom,$,793.00000
4818002,Fox Creek,2011,Average Residential Rent (2-bedroom units),2 - bedroom,$,798.00000
4818002,Fox Creek,2012,Average Residential Rent (2-bedroom units),2 - bedroom,$,894.00000
4818002,Fox Creek,2013,Average Residential Rent (2-bedroom units),2 - bedroom,$,940.00000
4818002,Fox Creek,2014,Average Residential Rent (2-bedroom units),2 - bedroom,$,1013.00000
4818002,Fox Creek,2015,Average Residential Rent (2-bedroom units),2 - bedroom,$,1130.00000
4818002,Fox Creek,2016,Average Residential Rent (2-bedroom units),2 - bedroom,$,1102.00000
4818002,Fox Creek,2017,Average Residential Rent (2-bedroom units),2 - bedroom,$,1118.00000
4818002,Fox Creek,2018,Average Residential Rent (2-bedroom units),2 - bedroom,$,1588.00000
4818002,Fox Creek,2021,Average Residential Rent (2-bedroom units),2 - bedroom,$,1343.00000
4818005,Grande Cache,2005,Average Residential Rent (2-bedroom units),2 - bedroom,$,532.00000
4818005,Grande Cache,2006,Average Residential Rent (2-bedroom units),2 - bedroom,$,682.00000
4818005,Grande Cache,2007,Average Residential Rent (2-bedroom units),2 - bedroom,$,714.00000
4818005,Grande Cache,2008,Average Residential Rent (2-bedroom units),2 - bedroom,$,882.00000
4818005,Grande Cache,2009,Average Residential Rent (2-bedroom units),2 - bedroom,$,881.00000
4818005,Grande Cache,2010,Average Residential Rent (2-bedroom units),2 - bedroom,$,919.00000
4818005,Grande Cache,2011,Average Residential Rent (2-bedroom units),2 - bedroom,$,889.00000
4818005,Grande Cache,2012,Average Residential Rent (2-bedroom units),2 - bedroom,$,909.00000
4818005,Grande Cache,2013,Average Residential Rent (2-bedroom units),2 - bedroom,$,964.00000
4818005,Grande Cache,2014,Average Residential Rent (2-bedroom units),2 - bedroom,$,886.00000
4818005,Grande Cache,2015,Average Residential Rent (2-bedroom units),2 - bedroom,$,894.00000
4818005,Grande Cache,2016,Average Residential Rent (2-bedroom units),2 - bedroom,$,780.00000
4818005,Grande Cache,2017,Average Residential Rent (2-bedroom units),2 - bedroom,$,645.00000
4818005,Grande Cache,2018,Average Residential Rent (2-bedroom units),2 - bedroom,$,662.00000
4818005,Grande Cache,2021,Average Residential Rent (2-bedroom units),2 - bedroom,$,740.00000
4818018,Valleyview,2005,Average Residential Rent (2-bedroom units),2 - bedroom,$,549.00000
4818018,Valleyview,2006,Average Residential Rent (2-bedroom units),2 - bedroom,$,575.00000
4818018,Valleyview,2007,Average Residential Rent (2-bedroom units),2 - bedroom,$,629.00000
4818018,Valleyview,2008,Average Residential Rent (2-bedroom units),2 - bedroom,$,682.00000
4818018,Valleyview,2009,Average Residential Rent (2-bedroom units),2 - bedroom,$,701.00000
4818018,Valleyview,2010,Average Residential Rent (2-bedroom units),2 - bedroom,$,766.00000
4818018,Valleyview,2011,Average Residential Rent (2-bedroom units),2 - bedroom,$,775.00000
4818018,Valleyview,2012,Average Residential Rent (2-bedroom units),2 - bedroom,$,789.00000
4818018,Valleyview,2013,Average Residential Rent (2-bedroom units),2 - bedroom,$,798.00000
4818018,Valleyview,2014,Average Residential Rent (2-bedroom units),2 - bedroom,$,861.00000
4818018,Valleyview,2015,Average Residential Rent (2-bedroom units),2 - bedroom,$,917.00000
4818018,Valleyview,2016,Average Residential Rent (2-bedroom units),2 - bedroom,$,835.00000
4818018,Valleyview,2017,Average Residential Rent (2-bedroom units),2 - bedroom,$,767.00000
4818018,Valleyview,2018,Average Residential Rent (2-bedroom units),2 - bedroom,$,1016.00000
4818018,Valleyview,2021,Average Residential Rent (2-bedroom units),2 - bedroom,$,1100.00000
4812002,Cold Lake,1987,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812002,Cold Lake,1988,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812002,Cold Lake,1989,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812002,Cold Lake,1990,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812002,Cold Lake,1991,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812002,Cold Lake,1992,Average Residential Rent (2-bedroom units),2 - bedroom,$,392.50000
4812002,Cold Lake,1993,Average Residential Rent (2-bedroom units),2 - bedroom,$,431.50000
4812002,Cold Lake,1994,Average Residential Rent (2-bedroom units),2 - bedroom,$,437.00000
4812002,Cold Lake,1995,Average Residential Rent (2-bedroom units),2 - bedroom,$,457.00000
4812002,Cold Lake,1996,Average Residential Rent (2-bedroom units),2 - bedroom,$,454.00000
4812002,Cold Lake,1997,Average Residential Rent (2-bedroom units),2 - bedroom,$,488.50000
4812002,Cold Lake,1998,Average Residential Rent (2-bedroom units),2 - bedroom,$,512.50000
4812002,Cold Lake,1999,Average Residential Rent (2-bedroom units),2 - bedroom,$,467.50000
4812002,Cold Lake,2000,Average Residential Rent (2-bedroom units),2 - bedroom,$,473.50000
4812002,Cold Lake,2001,Average Residential Rent (2-bedroom units),2 - bedroom,$,534.50000
4812002,Cold Lake,2002,Average Residential Rent (2-bedroom units),2 - bedroom,$,583.00000
4812002,Cold Lake,2003,Average Residential Rent (2-bedroom units),2 - bedroom,$,587.00000
4812002,Cold Lake,2004,Average Residential Rent (2-bedroom units),2 - bedroom,$,619.50000
4812002,Cold Lake,2005,Average Residential Rent (2-bedroom units),2 - bedroom,$,672.50000
4812002,Cold Lake,2006,Average Residential Rent (2-bedroom units),2 - bedroom,$,756.00000
4812002,Cold Lake,2007,Average Residential Rent (2-bedroom units),2 - bedroom,$,905.50000
4812002,Cold Lake,2008,Average Residential Rent (2-bedroom units),2 - bedroom,$,1034.00000
4812002,Cold Lake,2009,Average Residential Rent (2-bedroom units),2 - bedroom,$,1059.00000
4812002,Cold Lake,2010,Average Residential Rent (2-bedroom units),2 - bedroom,$,1101.50000
4812002,Cold Lake,2011,Average Residential Rent (2-bedroom units),2 - bedroom,$,1167.50000
4812002,Cold Lake,2012,Average Residential Rent (2-bedroom units),2 - bedroom,$,1289.50000
4812002,Cold Lake,2013,Average Residential Rent (2-bedroom units),2 - bedroom,$,1482.50000
4812002,Cold Lake,2014,Average Residential Rent (2-bedroom units),2 - bedroom,$,1713.00000
4812002,Cold Lake,2015,Average Residential Rent (2-bedroom units),2 - bedroom,$,1054.00000
4812002,Cold Lake,2016,Average Residential Rent (2-bedroom units),2 - bedroom,$,1008.00000
4812002,Cold Lake,2017,Average Residential Rent (2-bedroom units),2 - bedroom,$,948.00000
4812002,Cold Lake,2018,Average Residential Rent (2-bedroom units),2 - bedroom,$,997.00000
4812002,Cold Lake,2019,Average Residential Rent (2-bedroom units),2 - bedroom,$,1042.00000
4812002,Cold Lake,2020,Average Residential Rent (2-bedroom units),2 - bedroom,$,1018.67000
4812002,Cold Lake,2021,Average Residential Rent (2-bedroom units),2 - bedroom,$,1003.67000
4812002,Cold Lake,2022,Average Residential Rent (2-bedroom units),2 - bedroom,$,1053.33000
4812004,Bonnyville No. 87,1987,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,1988,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,1989,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,1990,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,1991,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,1992,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,1993,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,1994,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,1995,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,1996,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,1997,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,1998,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,1999,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2000,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2001,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2002,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2003,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2004,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2005,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2006,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2007,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2008,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2009,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2010,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2011,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2012,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2013,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2014,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2015,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2016,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2017,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2018,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2019,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2020,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2021,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812004,Bonnyville No. 87,2022,Average Residential Rent (2-bedroom units),2 - bedroom,$
4812009,Bonnyville,2010,Average Residential Rent (2-bedroom units),2 - bedroom,$,947.00000
4812009,Bonnyville,2011,Average Residential Rent (2-bedroom units),2 - bedroom,$,991.00000
4812009,Bonnyville,2012,Average Residential Rent (2-bedroom units),2 - bedroom,$,1121.00000
4812009,Bonnyville,2013,Average Residential Rent (2-bedroom units),2 - bedroom,$,1242.00000
4812009,Bonnyville,2014,Average Residential Rent (2-bedroom units),2 - bedroom,$,1357.00000
4812009,Bonnyville,2015,Average Residential Rent (2-bedroom units),2 - bedroom,$,1146.00000
4812009,Bonnyville,2016,Average Residential Rent (2-bedroom units),2 - bedroom,$,975.00000
4812009,Bonnyville,2017,Average Residential Rent (2-bedroom units),2 - bedroom,$,1046.00000
4812009,Bonnyville,2018,Average Residential Rent (2-bedroom units),2 - bedroom,$,1024.00000
4812009,Bonnyville,2021,Average Residential Rent (2-bedroom units),2 - bedroom,$,965.00000
4812016,Elk Point,2005,Average Residential Rent (2-bedroom units),2 - bedroom,$,516.00000
4812016,Elk Point,2006,Average Residential Rent (2-bedroom units),2 - bedroom,$,763.00000
4812016,Elk Point,2007,Average Residential Rent (2-bedroom units),2 - bedroom,$,761.00000
4812016,Elk Point,2008,Average Residential Rent (2-bedroom units),2 - bedroom,$,784.00000
4812016,Elk Point,2009,Average Residential Rent (2-bedroom units),2 - bedroom,$,859.00000
4812016,Elk Point,2010,Average Residential Rent (2-bedroom units),2 - bedroom,$,746.00000
4812016,Elk Point,2011,Average Residential Rent (2-bedroom units),2 - bedroom,$,789.00000
4812016,Elk Point,2012,Average Residential Rent (2-bedroom units),2 - bedroom,$,810.00000
4812016,Elk Point,2013,Average Residential Rent (2-bedroom units),2 - bedroom,$,893.00000
4812016,Elk Point,2014,Average Residential Rent (2-bedroom units),2 - bedroom,$,981.00000
4812016,Elk Point,2015,Average Residential Rent (2-bedroom units),2 - bedroom,$,922.00000
4812016,Elk Point,2016,Average Residential Rent (2-bedroom units),2 - bedroom,$,839.00000
4812016,Elk Point,2018,Average Residential Rent (2-bedroom units),2 - bedroom,$,799.00000
4812018,St. Paul,2005,Average Residential Rent (2-bedroom units),2 - bedroom,$,499.00000
4812018,St. Paul,2006,Average Residential Rent (2-bedroom units),2 - bedroom,$,537.00000
4812018,St. Paul,2007,Average Residential Rent (2-bedroom units),2 - bedroom,$,570.00000
4812018,St. Paul,2008,Average Residential Rent (2-bedroom units),2 - bedroom,$,623.00000
4812018,St. Paul,2009,Average Residential Rent (2-bedroom units),2 - bedroom,$,679.00000
4812018,St. Paul,2010,Average Residential Rent (2-bedroom units),2 - bedroom,$,726.00000
4812018,St. Paul,2011,Average Residential Rent (2-bedroom units),2 - bedroom,$,783.00000
4812018,St. Paul,2012,Average Residential Rent (2-bedroom units),2 - bedroom,$,787.00000
4812018,St. Paul,2013,Average Residential Rent (2-bedroom units),2 - bedroom,$,804.00000
4812018,St. Paul,2014,Average Residential Rent (2-bedroom units),2 - bedroom,$,842.00000
4812018,St. Paul,2015,Average Residential Rent (2-bedroom units),2 - bedroom,$,877.00000
4812018,St. Paul,2016,Average Residential Rent (2-bedroom units),2 - bedroom,$,874.00000
4812018,St. Paul,2017,Average Residential Rent (2-bedroom units),2 - bedroom,$,894.00000
4812018,St. Paul,2018,Average Residential Rent (2-bedroom units),2 - bedroom,$,862.00000
4812018,St. Paul,2021,Average Residential Rent (2-bedroom units),2 - bedroom,$,917.00000
4819074,Grimshaw,2005,Average Residential Rent (2-bedroom units),2 - bedroom,$,525.00000
4819074,Grimshaw,2006,Average Residential Rent (2-bedroom units),2 - bedroom,$,581.00000
4819074,Grimshaw,2007,Average Residential Rent (2-bedroom units),2 - bedroom,$,642.00000
4819074,Grimshaw,2008,Average Residential Rent (2-bedroom units),2 - bedroom,$,690.00000
4819074,Grimshaw,2009,Average Residential Rent (2-bedroom units),2 - bedroom,$,710.00000
4819074,Grimshaw,2010,Average Residential Rent (2-bedroom units),2 - bedroom,$,747.00000
4819074,Grimshaw,2011,Average Residential Rent (2-bedroom units),2 - bedroom,$,761.00000
4819074,Grimshaw,2012,Average Residential Rent (2-bedroom units),2 - bedroom,$,829.00000
4819074,Grimshaw,2013,Average Residential Rent (2-bedroom units),2 - bedroom,$,885.00000
4819074,Grimshaw,2014,Average Residential Rent (2-bedroom units),2 - bedroom,$,1014.00000
4819074,Grimshaw,2015,Average Residential Rent (2-bedroom units),2 - bedroom,$,1023.00000
4819074,Grimshaw,2016,Average Residential Rent (2-bedroom units),2 - bedroom,$,992.00000
4819074,Grimshaw,2017,Average Residential Rent (2-bedroom units),2 - bedroom,$,700.00000
4819074,Grimshaw,2018,Average Residential Rent (2-bedroom units),2 - bedroom,$,953.00000
4819074,Grimshaw,2021,Average Residential Rent (2-bedroom units),2 - bedroom,$,983.00000
4815007,Crowsnest Pass,2005,Average Residential Rent (2-bedroom units),2 - bedroom,$,423.00000
4815007,Crowsnest Pass,2006,Average Residential Rent (2-bedroom units),2 - bedroom,$,450.00000
4815007,Crowsnest Pass,2007,Average Residential Rent (2-bedroom units),2 - bedroom,$,487.00000
4815007,Crowsnest Pass,2008,Average Residential Rent (2-bedroom units),2 - bedroom,$,537.00000
4815007,Crowsnest Pass,2009,Average Residential Rent (2-bedroom units),2 - bedroom,$,554.00000
4815007,Crowsnest Pass,2010,Average Residential Rent (2-bedroom units),2 - bedroom,$,550.00000
4815007,Crowsnest Pass,2011,Average Residential Rent (2-bedroom units),2 - bedroom,$,569.00000
4815007,Crowsnest Pass,2012,Average Residential Rent (2-bedroom units),2 - bedroom,$,601.00000
4815007,Crowsnest Pass,2013,Average Residential Rent (2-bedroom units),2 - bedroom,$,628.00000
4815007,Crowsnest Pass,2014,Average Residential Rent (2-bedroom units),2 - bedroom,$,638.00000
4815007,Crowsnest Pass,2015,Average Residential Rent (2-bedroom units),2 - bedroom,$,634.00000
